301.39	301	402	22	16	5	1	0	0	0	0	0	0	0	0	0	23	7	0.48	0.09	0	0.43	0.21	2	2	0	2	2	15.79	10.74	1306	2.1518	0	4.0947	0	1.6889	7.6341	0	0	0	0.3224	1.7947	0	2.0096	0	5.7379	0	2.7251	3.1638	0	8.3039	0	0	0	0	0	0	0	0	0	0	0	9.2065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4968	0	0	1.6899	1.9685	0	3.7052	0	1.5177	5.4475	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	6	5	7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	1	3	4	0.79	-1.17	0.21	-0.39	0.58	-0.78	4.26	1.84	0.21	-0.66	162	36.31	34.87	1	5	0	0.9992	0.0008	0	0	0.9993	0.2273	0.2727	10
265.22	224	273.6	18	8	3	7	0	0	0	0	0	0	0	0	0	18	5	0.89	0.11	0	0	0.23	1	0	1	6	1	13.87	8.42	609	1.0672	0	-0.6054	0	0	0	-7.1924	0	0	-0.9802	0	0	0	0	0	0	2.0708	0	0	2.3188	0	0	0	0	0	0.4067	0	0	0	0	0	37.5558	21.3935	4.7986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6745	0	0	0	2.0993	0	8.1794	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	10	8	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	4	7	1	2	0.98	-2.59	0.84	-2.94	0.13	0.35	5.87	3.32	0.32	-0.73	140	22.57	22.19	1	1	0.0002	0	0.9998	0	0.0002	0	0.9445	0.2778	21
306.24	273	351.1	20	17	1	0	0	0	0	2	0	0	2	0	0	22	2	0.45	0	0	0.55	0.25	3	2	1	3	4	14.11	9.7	770	2.0287	0	2.2628	0	0	14.667	0.8572	0	0	0	5.3058	0	0	0	0	0	3.4054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1953	0	0	0	0	0	0	1.5673	0	3.8102	0	0	8.9072	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0	6	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0.12	-0.31	0	0	0.12	-0.31	2.06	0.31	0.12	-0.31	160	35.93	33.65	0	1	0	0.9756	0.0244	0	0	0.9756	0.0012	0.0988	25
303.36	273	380.65	22	17	1	4	0	0	0	0	0	0	0	0	0	25	5	0.72	0.04	0	0.24	0.345455	4	1	3	5	2	15.2672	10.6859	1081	2.12836	0	1.42696	0	0	9.32848	0.747026	0	0	-0.321995	0.802852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36497	0	0	0	0	0	9.55779	12.4239	11.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5522	0	0	0	0	0	9.11977	0	0	6.29649	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	5	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	4	0	1	0.210025	-1.63442	0.210025	-1.33931	0	-0.295109	3.99042	1.63442	0.270989	-0.406295	162	34.6816	31.787	0	1	0	0.339099	0.660901	0	0	0.339099	0.393677	0.0608681	95
428.54	385	541.5	32	25	6	1	0	0	0	0	0	0	0	0	0	36	5	0.47	0.06	0	0.47	0.24	5	3	2	4	4	21.97	15.7	3125	2.1787	0	7.5911	0	0	16.4403	0	0	0	1.1786	4.7427	0	0	-0.4796	0	0	0	2.5399	0	4.9907	0	0	0	0	11.9261	1.9477	0	0	0	0	0	0	13.3605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4404	0	0	11.2571	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	7	9	10	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	6	0	1	1	5	0.22	-1.05	0	-0.5	0.22	-0.55	4.41	1.59	0.24	-0.5	228	51.57	47.54	1	6	0.1602	0.1142	0.7246	0.001	0.046	0	0.2202	0.0298	70
336.434	357	459.24	24	18	2	4	0	0	0	0	0	0	0	0	0	24	10	0.666667	0.0833333	0	0.25	0.216667	1	1	0	3	2	18.1125	11.3286	1568	7.3547	0	1.69183	0	0	4.92951	-0.3939	0	0	-0.247928	1.34808	0	0	0	0	0	5.87398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.89204	23.4752	5.57647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56502	0	0	0	3.54061	0	7.25349	0	0	4.43247	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	6	1	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	6	1	4	2	2	0.470165	-1.66673	0.210587	-1.4979	0.259578	-0.168823	4.42066	1.95312	0.210587	-0.502079	182	39.7785	36.6644	1	1	2.11E-07	0.990357	0.00963926	3.40E-06	0	0.990357	0.375402	0.166265	80
406.545	427	539.59	27	18	2	6	0	1	0	0	0	0	0	0	0	28	8	0.964286	0.0357143	0	0	0.24537	2	0	2	8	1	20.3006	12.7048	1843	7.25511	0	3.74828	0	0	0	-7.58799	0	0	-0.22304	0	0	0	0	0	0	2.81403	0	0	0	0	0	0	0	0	2.01014	0	0	0	0	0	40.7194	12.8485	5.71868	0	0	0	0	0	0	0	0	0	1.19694	0	0	0	0	0	0	0	0	0	10.6261	0	0	0	2.00765	0	15.3648	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	8	4	6	1	2	0.973974	-2.73441	0.842449	-2.42394	0.131525	-0.310472	6.3007	2.73441	0.217204	-0.51324	220	45.962	41.5008	0	1	0	0.597589	0.402411	0	0	0.597589	0.57046	0.207318	28
298.43	329	434	22	20	0	2	0	0	0	0	0	0	0	0	0	25	1	0.88	0.08	0.04	0	0.09	4	0	4	3	1	15.54	10.48	941	2.2326	0	8.0834	5.7032	1.949	0	2.5924	0	2.7372	1.7493	0	0	0	-1.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9197	11.704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5359	0	0	0	0	1.5831	8.9127	0	1.2654	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0.21	-0.76	0.21	-0.76	0	0	2.8	0.76	0.21	-0.39	162	39.34	33.98	0	0	0	0	1	0	0	0	0.1818	0.0455	64
309.41	329	432.9	22	17	1	4	0	0	0	0	0	0	0	0	0	23	6	0.74	0	0	0.26	0.32	2	1	1	5	2	16.33	10.26	1168	6.1275	0	1.4612	0	0	5.6532	-2.0803	0	0	0	2.6038	0	0	-0.0485	0	0	3.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5708	0	5.7323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6318	0	0	0	1.6069	0	8.1197	0	0	3.9289	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	3	4	1	1	0.75	-1.73	0.63	-1.42	0.12	-0.31	4.33	1.73	0.21	-0.39	168	37.27	33.75	0	1	0	0.9871	0.0129	0	0	0.9871	0.3642	0.2267	30
307.479	378	493.01	22	19	1	2	0	0	0	0	0	0	0	0	0	22	10	0.727273	0	0	0.272727	0.290909	1	1	0	2	2	16.5352	10.4728	1317	12.5408	0	5.88157	0	0	6.18256	1.6077	0	0	0	2.89883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42039	0	0	0	0	0	0	0	10.6348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.48317	0	0	3.99701	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	-0.802696	0	-0.496497	0	-0.306199	2.93702	0.802696	0.067572	-0.306199	170	41.7321	36.9352	0	1	0	0.987266	0.0127336	0	0	0.987266	0.182397	0	100
